283,Maruti Ertiga VXI ABS,20130101,350000,Gasolina/Etanol
284,Honda Brio 1.2 E MT,20170101,350000,Gasolina/Etanol
285,Toyota Etios Liva G,20130101,229999,Gasolina/Etanol
286,Maruti Alto 800 LXI,20130101,110000,Gasolina/Etanol
287,Maruti Swift Dzire 1.2 Vxi BSIV,20120101,395000,Gasolina/Etanol
288,Mahindra Scorpio VLS AT 2.2 mHAWK,20110101,650000,Diesel
289,Mahindra Bolero SLX,20110101,350000,Diesel
290,Mahindra XUV500 W11 Option AWD,20200101,1400000,Diesel
291,Tata Tiago 1.2 Revotron XZ,20180101,360000,Elétrico
292,Mahindra Marazzo M8 8Str,20180101,1300000,Diesel
293,Renault Duster 110PS Diesel RxL,20150101,800000,Diesel
294,Hyundai EON Magna Plus,20180101,229999,Gasolina/Etanol
295,Maruti Wagon R VXI,20140101,315000,Gasolina/Etanol
296,Chevrolet Spark 1.0 LT,20120101,125000,Elétrico
297,Maruti Baleno Alpha,20190101,700000,Gasolina/Etanol
298,Hyundai EON 1.0 Kappa Magna Plus,20150101,160000,Gasolina/Etanol
299,Ford Figo Aspire 1.2 Ti-VCT Trend,20170101,530000,Gasolina/Etanol
300,Ford Figo Aspire Facelift,20180101,624000,Gasolina/Etanol
301,Hyundai i10 Era,20090101,250000,Gasolina/Etanol
302,Mahindra Bolero SLX,20160101,585000,Diesel
303,Hyundai Verna 1.4 VTVT,20150101,500000,Gasolina/Etanol
304,Chevrolet Sail 1.2 LT ABS,20140101,350000,Elétrico
305,Honda City i-DTEC SV,20140101,495000,Diesel
306,Hyundai Grand i10 1.2 Kappa Asta,20170101,500000,Gasolina/Etanol
307,Mahindra Bolero Power Plus Plus AC BSIV PS,20150101,430000,Diesel
308,Hyundai Grand i10 1.2 Kappa Sportz Option,20130101,345000,Gasolina/Etanol
309,Maruti Baleno Sigma 1.2,20150101,500000,Gasolina/Etanol
310,Tata Tiago 1.2 Revotron XZ,20190101,425000,Elétrico
311,Maruti Wagon R LXI,20050101,80000,Gasolina/Etanol
312,Chevrolet Beat Diesel LS,20110101,106000,Diesel
313,Maruti A-Star Vxi,20090101,180000,Gasolina/Etanol
314,Datsun GO A,20150101,250000,Gasolina/Etanol
315,Skoda Yeti Ambition 4WD,20110101,350000,Não identificado
316,Maruti Zen LXi BSII,20020101,60000,Gasolina/Etanol
317,Hyundai Verna CRDi 1.6 EX,20180101,900000,Diesel
318,Ford Aspire Titanium Diesel BSIV,20170101,700000,Diesel
319,BMW 3 Series 320d Sport,20130101,2000000,Gasolina
320,Maruti Ertiga SHVS ZDI Plus,20170101,1000000,Gasolina/Etanol
321,BMW X1 sDrive 20d Exclusive,20110101,1375000,Gasolina
322,Toyota Innova Crysta 2.4 VX MT,20160101,1800000,Gasolina/Etanol
323,Chevrolet Tavera Neo 3 10 Seats BSIV,20070101,160000,Elétrico
324,Mitsubishi Outlander 2.4,20120101,525000,Não identificado
325,Mahindra XUV500 W8 2WD,20120101,850000,Diesel
326,Maruti Baleno Alpha 1.3,20190101,800000,Gasolina/Etanol
327,Ford Figo Aspire 1.5 TDCi Titanium,20170101,700000,Gasolina/Etanol
328,Maruti Swift Dzire VDI,20180101,800000,Gasolina/Etanol
329,Hyundai i20 1.2 Spotz,20170101,575000,Gasolina/Etanol
330,Renault Duster 110PS Diesel RxZ,20120101,350000,Diesel
331,Maruti Swift Vdi BSIII,20080101,250000,Gasolina/Etanol
332,Ford Endeavour Titanium 4X2,20110101,600000,Gasolina/Etanol
333,Mahindra Scorpio 2.6 Turbo 9 Str,20070101,370000,Diesel
334,Maruti Baleno Vxi,20060101,80000,Gasolina/Etanol
335,Tata Indica DLX,20030101,50000,Não identificado
336,Hyundai Verna CRDi 1.6 EX,20180101,900000,Diesel
337,Maruti Wagon R VXI BS IV,20140101,300000,Gasolina/Etanol
338,Tata Indica LSI,20020101,125000,Não identificado
339,Maruti Swift Dzire VDI,20150101,490000,Gasolina/Etanol
340,Toyota Etios Liva GD,20120101,300000,Gasolina/Etanol
341,Tata Nano STD,20130101,55000,Não identificado
342,Hyundai Grand i10 Sportz,20160101,350000,Gasolina/Etanol
343,Hyundai Grand i10 1.2 CRDi Asta,20190101,755000,Diesel
344,Maruti Ertiga SHVS VDI,20170101,720000,Gasolina/Etanol
345,Mahindra Bolero SLX,20060101,229999,Diesel
346,Mahindra Scorpio S7 140 BSIV,20180101,1100000,Diesel
347,Volkswagen Polo Petrol Comfortline 1.2L,20130101,400000,Gasolina/Etanol
348,Hyundai Xcent 1.1 CRDi Base,20150101,350000,Diesel
349,Chevrolet Beat Diesel PS,20120101,159000,Diesel
350,Maruti Swift ZXi BSIV,20170101,550000,Gasolina/Etanol
351,Maruti Ritz VDi,20130101,335000,Gasolina/Etanol
352,Tata Indigo CS Emax CNG GLX,20140101,185000,Não identificado
353,Maruti Eeco 5 STR With AC Plus HTR CNG,20120101,229999,Gasolina/Etanol
354,Maruti Estilo LXI,20140101,225000,Gasolina/Etanol
355,Maruti Swift VXI with ABS,20070101,250000,Gasolina/Etanol
356,Tata Zest Quadrajet 1.3 XM,20150101,400000,Não identificado
357,Maruti Swift VDI BSIV,20140101,470000,Gasolina/Etanol
358,Maruti Alto K10 VXI AGS Optional,20180101,300000,Gasolina/Etanol
359,Maruti Alto LX,20110101,145000,Gasolina/Etanol
360,Maruti SX4 Vxi BSIII,20070101,100000,Gasolina/Etanol
361,Mahindra Scorpio SLE BSIV,20140101,500000,Diesel
362,Hyundai Santro Xing GLS CNG,20100101,130000,Gasolina/Etanol
363,Chevrolet Cruze LTZ,20100101,240000,Elétrico
364,Ford Figo Diesel Celebration Edition,20130101,150000,Diesel
365,Renault KWID RXT Optional,20170101,270000,Gasolina/Etanol
366,Maruti Swift Dzire VDI,20140101,400000,Gasolina/Etanol
367,Hyundai EON Era Plus,20120101,200000,Gasolina/Etanol
368,Mahindra XUV500 W6 2WD,20120101,550000,Diesel
369,Renault KWID 1.0 RXT Optional,20180101,325000,Gasolina/Etanol
370,Skoda Rapid 1.5 TDI AT Style BSIV,20170101,860000,Diesel
371,Mahindra XUV500 W8 2WD,20120101,600000,Diesel
372,Chevrolet Spark 1.0,20090101,125000,Elétrico
373,Maruti 800 AC,20000101,60000,Gasolina/Etanol
374,Chevrolet Tavera Neo 3 10 Seats BSIV,20100101,300000,Elétrico
375,Ford Fiesta 1.6 ZXi Duratec,20070101,190000,Gasolina/Etanol
376,Maruti Ertiga VDI,20130101,400000,Gasolina/Etanol
377,Tata Manza Aura Quadrajet BS IV,20110101,260000,Não identificado
378,Maruti Swift VVT VXI,20170101,400000,Gasolina/Etanol
379,Hyundai i20 Sportz Petrol,20100101,250000,Gasolina/Etanol
380,Hyundai Grand i10 1.2 Kappa Asta,20190101,600000,Gasolina/Etanol
381,Maruti Zen Estilo VXI BSIV,20100101,175000,Gasolina/Etanol
382,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,20110101,450000,Diesel
383,Tata Tiago 1.2 Revotron XZA,20190101,350000,Elétrico
384,Maruti Vitara Brezza ZDi,20180101,800000,Gasolina/Etanol
385,Maruti Swift VXI BSIII,20110101,250000,Gasolina/Etanol
386,Maruti Swift VXI BSIV,20190101,600000,Gasolina/Etanol
387,Maruti Swift VDI BSIV,20170101,600000,Gasolina/Etanol
388,Maruti Alto 800 LXI,20160101,130000,Gasolina/Etanol
389,Maruti Wagon R LXI,20060101,90000,Gasolina/Etanol
390,Hyundai i20 Active 1.2 S,20170101,595000,Gasolina/Etanol
391,Hyundai EON Era Plus,20140101,190000,Gasolina/Etanol
392,Hyundai Santro GLS I - Euro I,19990101,50000,Gasolina/Etanol
393,Maruti Wagon R LXI Minor,20070101,95000,Gasolina/Etanol
394,Tata Safari Storme VX,20160101,1000000,Não identificado
395,Mahindra Scorpio REV 116,20060101,220000,Elétrico
396,Mahindra Bolero SLX,20100101,400000,Diesel
397,Datsun GO Plus A,20150101,315000,Gasolina/Etanol
398,Toyota Fortuner 4x4 MT,20140101,1000000,Gasolina/Etanol
399,Ford Ecosport 1.5 DV5 MT Titanium,20140101,500000,Gasolina/Etanol
400,Mahindra XUV500 W11 AT BSIV,20180101,1600000,Diesel
